deck,nofGames,nOfPlayers,winRate
archers;arrows;baby-dragon;bandit;elixir-collector;golem;lightning;night-witch,130,32,0.48496
bats;battle-ram;elixir-collector;goblin-gang;minions;royal-giant;three-musketeers;zap,116,11,0.60084
bats;battle-ram;elixir-collector;knight;miner;minion-horde;three-musketeers;zap,228,29,0.56494
bats;battle-ram;executioner;goblin-gang;miner;pekka;tornado;zap,350,50,0.51416
bats;battle-ram;executioner;goblin-gang;pekka;poison;tornado;zap,367,51,0.5527
bats;battle-ram;fireball;goblin-gang;pekka;valkyrie;wizard;zap,175,39,0.47472
bats;battle-ram;giant;goblin-gang;minion-horde;mirror;three-musketeers;zap,163,33,0.54518
bats;battle-ram;goblin-gang;knight;miner;minion-horde;three-musketeers;zap,209,35,0.53538
bats;battle-ram;goblin-gang;minion-horde;pekka;the-log;three-musketeers;zap,203,25,0.5267
bats;battle-ram;hog-rider;mega-knight;mega-minion;rascals;royal-hogs;zap,134,35,0.4635
bats;bowler;electro-wizard;fireball;goblin-gang;hog-rider;inferno-tower;zap,144,13,0.52721
bats;bowler;fireball;goblin-gang;hog-rider;ice-golem;inferno-dragon;zap,232,14,0.59787
bats;bowler;fireball;goblin-gang;hog-rider;ice-wizard;tornado;zap,176,14,0.46927
bats;bowler;graveyard;ice-wizard;inferno-dragon;knight;poison;tornado,157,63,0.36875
bats;bowler;hog-rider;ice-wizard;poison;princess;skeletons;tornado,274,59,0.49819
bats;cannon;fireball;giant-snowball;hog-rider;ice-spirit;rascals;spear-goblins,545,198,0.47445
bats;cannon;fireball;goblin-gang;hog-rider;ice-spirit;rascals;zap,640,174,0.48056
bats;cannon;fireball;goblin-gang;hog-rider;musketeer;valkyrie;zap,678,83,0.5558
bats;cannon;fireball;goblin-gang;hog-rider;rascals;spear-goblins;the-log,119,29,0.57787
bats;cannon;fireball;hog-rider;ice-golem;ice-spirit;musketeer;the-log,3968,814,0.51649
bats;cannon;fireball;hog-rider;mini-pekka;musketeer;skeletons;the-log,145,34,0.48986
bats;cannon;fireball;hog-rider;mini-pekka;musketeer;the-log;zap,172,28,0.44286
bats;cannon;hog-rider;ice-spirit;musketeer;poison;valkyrie;zap,281,53,0.48239
bats;cannon;hog-rider;ice-spirit;skeletons;spear-goblins;the-log;zap,749,234,0.43285
bats;cannon;hog-rider;musketeer;poison;skeletons;valkyrie;zap,6111,1295,0.50965
bats;clone;elixir-collector;goblin-gang;golem;lumberjack;night-witch;zap,144,46,0.47619
bats;clone;elixir-collector;golem;lumberjack;night-witch;wizard;zap,166,26,0.51183
bats;clone;fireball;flying-machine;goblin-gang;golem;night-witch;skeleton-barrel,264,81,0.45131
bats;clone;giant-skeleton;goblin-barrel;skeleton-army;valkyrie;witch;wizard,139,11,0.50704
bats;clone;goblin-gang;golem;lumberjack;night-witch;wizard;zap,118,31,0.55372
bats;clone;goblin-gang;inferno-dragon;mega-knight;miner;skeleton-barrel;zap,144,41,0.47959
bats;dark-prince;electro-wizard;giant;mega-minion;poison;prince;zap,441,88,0.49437
bats;dark-prince;elixir-collector;giant;goblin-gang;minion-horde;three-musketeers;zap,1817,288,0.55247
bats;dark-prince;elixir-collector;goblin-gang;miner;minion-horde;three-musketeers;zap,280,33,0.4788
bats;dark-prince;elixir-collector;golem;prince;tornado;wizard;zap,133,12,0.54044
bats;dark-prince;executioner;goblin-gang;miner;pekka;tornado;zap,137,20,0.50714
bats;dark-prince;fireball;giant;goblin-gang;prince;princess;zap,126,27,0.57752
bats;dark-prince;fireball;giant;mega-minion;mini-pekka;musketeer;zap,279,14,0.54078
bats;dark-prince;fireball;goblin-gang;miner;pekka;wizard;zap,180,46,0.54098
bats;dark-prince;giant;goblin-gang;hunter;poison;prince;zap,131,21,0.55224
bats;dark-prince;giant;goblin-gang;ice-wizard;poison;prince;zap,248,59,0.49402
bats;dark-prince;giant;goblin-gang;mega-minion;mini-pekka;poison;zap,127,20,0.53462
bats;dark-prince;giant;goblin-gang;poison;prince;spear-goblins;the-log,324,75,0.56575
bats;dark-prince;giant;goblin-gang;poison;prince;witch;zap,133,41,0.54412
bats;dark-prince;giant;goblin-gang;prince;the-log;wizard;zap,114,26,0.61111
bats;dark-prince;giant;mega-minion;minions;poison;prince;zap,168,36,0.53216
bats;dark-prince;giant;poison;prince;spear-goblins;tesla;zap,132,10,0.52593
bats;dark-prince;goblin-barrel;goblin-gang;inferno-dragon;mega-knight;princess;zap,127,20,0.50385
bats;dark-prince;goblin-barrel;goblin-gang;prince;princess;the-log;tornado,152,10,0.49032
bats;dark-prince;goblin-gang;pekka;poison;prince;spear-goblins;zap,234,75,0.4789
bats;dart-goblin;electro-dragon;goblin-gang;mega-knight;miner;skeleton-barrel;zap,3540,1051,0.47135
bats;dart-goblin;electro-wizard;goblin-gang;hog-rider;pekka;poison;zap,452,77,0.54615
bats;dart-goblin;executioner;goblin-gang;miner;pekka;tornado;zap,133,18,0.50735
bats;dart-goblin;fireball;furnace;goblin-gang;miner;prince;the-log,188,35,0.51309
bats;dart-goblin;fireball;goblin-barrel;goblin-gang;mega-knight;princess;royal-giant,282,25,0.52105
bats;dart-goblin;fireball;goblin-barrel;goblin-gang;prince;rascals;zap,131,25,0.52985
bats;dart-goblin;fireball;goblin-gang;hog-rider;ice-golem;mini-pekka;zap,266,57,0.5
bats;dart-goblin;fireball;goblin-gang;hog-rider;ice-spirit;pekka;zap,751,115,0.54111
bats;dart-goblin;fireball;goblin-gang;hog-rider;mega-knight;mini-pekka;zap,127,22,0.55769
bats;dart-goblin;fireball;goblin-gang;hog-rider;mini-pekka;princess;the-log,123,26,0.49603
bats;dart-goblin;fireball;goblin-gang;inferno-tower;miner;rascals;zap,158,63,0.47826
bats;dart-goblin;fireball;goblin-gang;knight;miner;mortar;zap,115,56,0.41525
bats;dart-goblin;fireball;goblin-gang;mega-knight;miner;skeleton-barrel;zap,166,24,0.48225
bats;dart-goblin;fireball;goblin-gang;miner;minion-horde;mortar;prince,125,30,0.50391
bats;dart-goblin;fireball;goblin-gang;miner;mortar;pekka;zap,1607,380,0.50466
bats;dart-goblin;fireball;goblin-gang;miner;mortar;rascals;the-log,57742,10273,0.51116
bats;dart-goblin;fireball;goblin-gang;mortar;prince;rascals;the-log,316,93,0.47962
bats;dart-goblin;fireball;goblin-gang;pekka;royal-giant;spear-goblins;the-log,375,64,0.55556
bats;dart-goblin;fireball;hog-rider;ice-golem;mini-pekka;princess;the-log,197,33,0.52
bats;dart-goblin;fireball;hog-rider;ice-golem;rascals;spear-goblins;the-log,127,21,0.53846
bats;dart-goblin;fireball;miner;mortar;prince;skeleton-army;the-log,126,22,0.48837
bats;dart-goblin;freeze;goblin-gang;hog-rider;ice-golem;mini-pekka;princess,113,28,0.49569
bats;dart-goblin;freeze;goblin-gang;hog-rider;knight;mini-pekka;zap,136,12,0.48201
bats;dart-goblin;freeze;goblin-gang;ice-golem;mini-pekka;ram-rider;the-log,188,60,0.39529
bats;dart-goblin;freeze;goblin-gang;mega-knight;princess;ram-rider;skeleton-army,672,231,0.47926
bats;dart-goblin;freeze;hog-rider;mega-knight;princess;skeleton-army;valkyrie,222,39,0.50889
bats;dart-goblin;freeze;hog-rider;mega-knight;princess;skeleton-army;zap,300,66,0.5297
bats;dart-goblin;freeze;hog-rider;mega-knight;skeleton-army;valkyrie;wizard,130,10,0.54511
bats;dart-goblin;furnace;goblin-gang;miner;pekka;poison;the-log,125,29,0.48828
bats;dart-goblin;furnace;goblin-gang;miner;poison;prince;the-log,120,19,0.54878
bats;dart-goblin;giant-snowball;goblin-gang;miner;mortar;poison;prince,138,24,0.52482
bats;dart-goblin;giant-snowball;goblin-gang;miner;mortar;poison;rascals,210,63,0.51408
bats;dart-goblin;giant-snowball;goblin-gang;miner;mortar;rascals;the-log,134,46,0.5365
bats;dart-goblin;giant-snowball;goblin-gang;miner;mortar;rascals;zap,204,76,0.48792
bats;dart-goblin;giant;goblin-gang;poison;prince;valkyrie;zap,157,16,0.43125
bats;dart-goblin;goblin-barrel;goblin-gang;inferno-tower;knight;princess;the-log,117,26,0.50417
bats;dart-goblin;goblin-barrel;goblin-gang;inferno-tower;princess;valkyrie;zap,1986,876,0.48089
bats;dart-goblin;goblin-gang;hog-rider;ice-golem;inferno-tower;poison;the-log,167,18,0.53235
bats;dart-goblin;goblin-gang;hog-rider;minion-horde;mortar;the-log;zap,207,42,0.50952
bats;dart-goblin;goblin-gang;hog-rider;mortar;rascals;the-log;zap,2957,482,0.53007
bats;dart-goblin;goblin-gang;hog-rider;pekka;poison;the-log;zap,166,30,0.55621
bats;dart-goblin;goblin-gang;hog-rider;pekka;valkyrie;wizard;zap,138,36,0.52482
bats;dart-goblin;goblin-gang;ice-golem;miner;poison;tesla;the-log,403,168,0.40271
bats;dart-goblin;goblin-gang;inferno-dragon;mega-knight;miner;mini-pekka;zap,151,11,0.52273
bats;dart-goblin;goblin-gang;inferno-dragon;mega-knight;miner;royal-ghost;zap,190,31,0.48964
bats;dart-goblin;goblin-gang;inferno-dragon;mega-knight;miner;spear-goblins;zap,178,76,0.48343
bats;dart-goblin;goblin-gang;inferno-dragon;mega-knight;poison;ram-rider;zap,139,40,0.48239
bats;dart-goblin;goblin-gang;miner;minion-horde;mortar;rascals;the-log,1238,337,0.52176
bats;dart-goblin;goblin-gang;miner;mortar;prince;rascals;zap,15174,3430,0.49687
bats;dart-goblin;goblin-gang;miner;mortar;prince;rocket;zap,264,65,0.46629
bats;dart-goblin;goblin-gang;miner;mortar;prince;the-log;zap,2774,908,0.49316
bats;dart-goblin;goblin-gang;miner;mortar;rascals;rocket;zap,1337,408,0.48769
bats;dart-goblin;goblin-gang;miner;mortar;rascals;skeleton-barrel;the-log,2607,572,0.53314
bats;dart-goblin;goblin-gang;miner;mortar;rascals;the-log;zap,3034,904,0.53836
bats;dart-goblin;goblin-gang;miner;pekka;poison;rascals;zap,266,28,0.5
bats;dart-goblin;guards;hog-rider;inferno-dragon;mega-knight;poison;zap,4450,1118,0.4918
bats;dart-goblin;hog-rider;mega-knight;skeleton-army;valkyrie;wizard;zap,126,26,0.53876
bats;dart-goblin;inferno-dragon;mega-knight;miner;skeleton-army;skeleton-barrel;zap,164,54,0.49701
bats;electro-wizard;elite-barbarians;fireball;goblin-gang;pekka;wizard;zap,122,21,0.524
bats;electro-wizard;elite-barbarians;hog-rider;skeleton-army;valkyrie;wizard;zap,139,21,0.47535
bats;electro-wizard;elite-barbarians;pekka;skeleton-army;the-log;wizard;zap,145,26,0.51689
bats;electro-wizard;executioner;fireball;hog-rider;mega-knight;skeleton-army;zap,127,20,0.52308
bats;electro-wizard;executioner;fireball;hog-rider;pekka;tesla;zap,212,28,0.56279
bats;electro-wizard;executioner;goblin-gang;hog-rider;pekka;the-log;tornado,285,45,0.46528
bats;electro-wizard;executioner;hog-rider;lightning;pekka;tornado;zap,1340,148,0.51899
bats;electro-wizard;executioner;hog-rider;pekka;skeleton-army;the-log;zap,204,39,0.52415
bats;electro-wizard;executioner;hog-rider;pekka;skeleton-army;tornado;zap,311,52,0.53025
bats;electro-wizard;executioner;hog-rider;pekka;the-log;tornado;zap,1076,147,0.5329
bats;electro-wizard;executioner;miner;pekka;poison;tornado;zap,232,27,0.55745
bats;electro-wizard;fire-spirits;goblin-gang;hog-rider;inferno-dragon;mega-knight;zap,166,19,0.49704
bats;electro-wizard;fire-spirits;hog-rider;lumberjack;pekka;wizard;zap,148,19,0.48344
bats;electro-wizard;fire-spirits;hog-rider;pekka;the-log;wizard;zap,125,28,0.55859
bats;electro-wizard;fireball;furnace;pekka;valkyrie;wizard;zap,117,18,0.5
bats;electro-wizard;fireball;goblin-barrel;goblin-gang;hog-rider;inferno-tower;zap,124,26,0.61024
bats;electro-wizard;fireball;goblin-gang;hog-rider;ice-golem;mega-knight;zap,926,128,0.52314
bats;electro-wizard;fireball;goblin-gang;hog-rider;ice-golem;pekka;the-log,224,33,0.55727
bats;electro-wizard;fireball;goblin-gang;hog-rider;ice-golem;pekka;zap,889,130,0.55381
bats;electro-wizard;fireball;goblin-gang;hog-rider;ice-spirit;pekka;the-log,167,20,0.52059
bats;electro-wizard;fireball;goblin-gang;hog-rider;ice-spirit;pekka;zap,585,94,0.52891
bats;electro-wizard;fireball;goblin-gang;hog-rider;inferno-tower;mega-knight;zap,496,57,0.53106
bats;electro-wizard;fireball;goblin-gang;hog-rider;mega-knight;the-log;zap,198,19,0.49005
bats;electro-wizard;fireball;goblin-gang;hog-rider;pekka;tesla;zap,206,37,0.51675
bats;electro-wizard;fireball;goblin-gang;hog-rider;pekka;the-log;wizard,285,45,0.51215
bats;electro-wizard;fireball;goblin-gang;hog-rider;pekka;the-log;zap,822,122,0.53455
bats;electro-wizard;fireball;goblin-gang;hog-rider;pekka;valkyrie;wizard,141,22,0.47569
bats;electro-wizard;fireball;goblin-gang;hog-rider;valkyrie;witch;zap,245,23,0.49597
bats;electro-wizard;fireball;goblin-gang;inferno-dragon;mega-knight;miner;zap,297,50,0.535
bats;electro-wizard;fireball;goblin-gang;pekka;prince;wizard;zap,217,17,0.55909
bats;electro-wizard;fireball;goblins;hog-rider;ice-golem;pekka;the-log,258,48,0.51341
bats;electro-wizard;fireball;goblins;hog-rider;ice-spirit;mega-knight;zap,113,12,0.47414
bats;electro-wizard;fireball;goblins;hog-rider;inferno-tower;mega-knight;zap,121,14,0.53629
bats;electro-wizard;fireball;golem;inferno-dragon;night-witch;wizard;zap,147,10,0.50667
bats;electro-wizard;fireball;guards;hog-rider;pekka;princess;zap,164,14,0.48802
bats;electro-wizard;fireball;guards;hog-rider;pekka;the-log;wizard,120,18,0.53659
bats;electro-wizard;fireball;guards;inferno-dragon;mega-knight;miner;zap,154,19,0.51592
bats;electro-wizard;fireball;hog-rider;ice-golem;ice-spirit;pekka;zap,149,37,0.53618
bats;electro-wizard;fireball;hog-rider;ice-golem;inferno-dragon;mega-knight;zap,628,99,0.49128
bats;electro-wizard;fireball;hog-rider;ice-spirit;inferno-tower;knight;the-log,261,37,0.47727
bats;electro-wizard;fireball;hog-rider;inferno-dragon;knight;mega-knight;zap,452,70,0.52527
bats;electro-wizard;fireball;hog-rider;inferno-dragon;mega-knight;spear-goblins;zap,272,55,0.48909
bats;electro-wizard;fireball;hog-rider;inferno-dragon;mega-knight;tesla;zap,122,12,0.476
bats;electro-wizard;fireball;hog-rider;lumberjack;pekka;wizard;zap,425,62,0.49533
bats;electro-wizard;fireball;hog-rider;mini-pekka;pekka;the-log;zap,143,25,0.52055
bats;electro-wizard;fireball;hog-rider;pekka;skeleton-army;witch;zap,137,16,0.53214
bats;electro-wizard;fireball;hog-rider;pekka;the-log;witch;zap,145,16,0.50338
bats;electro-wizard;fireball;pekka;prince;skeleton-army;wizard;zap,156,14,0.52516
bats;electro-wizard;freeze;hog-rider;mega-knight;pekka;wizard;zap,318,11,0.53115
bats;electro-wizard;furnace;goblin-gang;hog-rider;pekka;poison;zap,150,32,0.5719
bats;electro-wizard;giant;inferno-dragon;miner;poison;the-log;witch,161,34,0.43598
bats;electro-wizard;goblin-barrel;goblin-gang;inferno-dragon;mega-knight;miner;zap,177,31,0.52222
bats;electro-wizard;goblin-barrel;goblin-gang;inferno-tower;mega-knight;princess;zap,284,23,0.47387
bats;electro-wizard;goblin-barrel;pekka;skeleton-army;valkyrie;wizard;zap,128,18,0.54962
bats;electro-wizard;goblin-gang;hog-rider;ice-golem;pekka;poison;the-log,191,39,0.53866
bats;electro-wizard;goblin-gang;hog-rider;inferno-dragon;mega-knight;poison;zap,2029,236,0.53494
bats;electro-wizard;goblin-gang;hog-rider;inferno-dragon;mega-knight;the-log;zap,464,96,0.52891
bats;electro-wizard;goblin-gang;hog-rider;mega-knight;rage;wizard;zap,180,13,0.4918
bats;electro-wizard;goblin-gang;hog-rider;pekka;poison;the-log;zap,893,78,0.52734
bats;electro-wizard;goblin-gang;hog-rider;pekka;rocket;the-log;zap,467,15,0.5117
bats;electro-wizard;goblin-gang;hog-rider;pekka;tornado;wizard;zap,154,33,0.56688
bats;electro-wizard;goblin-gang;hog-rider;pekka;valkyrie;witch;zap,180,18,0.58197
bats;electro-wizard;goblin-gang;mega-knight;pekka;the-log;wizard;zap,122,25,0.556
bats;electro-wizard;goblin-gang;miner;pekka;poison;wizard;zap,243,40,0.49593
bats;electro-wizard;goblins;hog-rider;ice-golem;lightning;mega-knight;zap,468,125,0.53291
bats;electro-wizard;goblins;hog-rider;lightning;pekka;the-log;zap,221,30,0.53348
bats;electro-wizard;goblins;hog-rider;miner;pekka;poison;zap,133,11,0.48897
bats;electro-wizard;golem;night-witch;poison;princess;skeleton-army;valkyrie,139,34,0.41901
bats;electro-wizard;guards;hog-rider;lumberjack;mega-knight;wizard;zap,193,10,0.49235
bats;electro-wizard;hog-rider;ice-golem;inferno-dragon;mega-knight;poison;zap,526,83,0.5189
bats;electro-wizard;hog-rider;ice-golem;lightning;mega-knight;minions;zap,489,136,0.52846
bats;electro-wizard;hog-rider;inferno-dragon;mega-knight;valkyrie;witch;zap,126,14,0.57752
bats;electro-wizard;hog-rider;lumberjack;mega-knight;skeleton-army;wizard;zap,129,41,0.52273
bats;electro-wizard;hog-rider;mega-knight;skeleton-army;valkyrie;wizard;zap,294,78,0.54377
bats;electro-wizard;hog-rider;pekka;skeleton-army;valkyrie;wizard;zap,562,117,0.5177
bats;electro-wizard;hog-rider;pekka;valkyrie;witch;wizard;zap,224,36,0.51982
bats;electro-wizard;ice-spirit;inferno-tower;miner;poison;the-log;valkyrie,659,180,0.46979
bats;electro-wizard;inferno-dragon;mega-knight;miner;poison;royal-ghost;zap,435,110,0.49315
bats;electro-wizard;inferno-dragon;mega-knight;skeleton-army;valkyrie;wizard;zap,127,21,0.51923
bats;elite-barbarians;executioner;fireball;furnace;goblin-gang;hog-rider;the-log,146,12,0.49664
bats;elite-barbarians;executioner;fireball;goblin-gang;hog-rider;tornado;zap,179,16,0.56868
bats;elite-barbarians;fire-spirits;goblin-gang;hog-rider;valkyrie;wizard;zap,133,29,0.5625
bats;elite-barbarians;fire-spirits;goblin-gang;pekka;rage;wizard;zap,131,23,0.57836
bats;elite-barbarians;fireball;giant;goblin-gang;rage;witch;zap,174,12,0.50565
bats;elite-barbarians;fireball;goblin-gang;hog-rider;knight;wizard;zap,253,34,0.50781
bats;elite-barbarians;fireball;goblin-gang;hog-rider;minions;valkyrie;zap,155,18,0.5
bats;elite-barbarians;fireball;goblin-gang;hog-rider;skeleton-army;the-log;wizard,258,18,0.50383
bats;elite-barbarians;fireball;goblin-gang;hog-rider;skeleton-army;valkyrie;wizard,148,15,0.52318
bats;elite-barbarians;fireball;hog-rider;knight;witch;wizard;zap,123,14,0.48016
bats;elite-barbarians;fireball;hog-rider;mini-pekka;skeleton-army;wizard;zap,156,11,0.47484
bats;elite-barbarians;fireball;hog-rider;skeleton-army;tesla;wizard;zap,176,12,0.48883
bats;elite-barbarians;fireball;hog-rider;skeleton-army;valkyrie;wizard;zap,423,71,0.51291
bats;elite-barbarians;fireball;pekka;rage;valkyrie;wizard;zap,178,23,0.50276
bats;elite-barbarians;fireball;skeleton-army;valkyrie;witch;wizard;zap,150,11,0.4902
bats;elite-barbarians;furnace;goblin-gang;hog-rider;knight;wizard;zap,215,13,0.52982
bats;elite-barbarians;goblin-gang;hog-rider;minion-horde;skeleton-army;wizard;zap,194,13,0.49746
bats;elite-barbarians;goblin-gang;hog-rider;rage;valkyrie;witch;wizard,115,10,0.46186
bats;elite-barbarians;goblin-gang;hog-rider;rage;valkyrie;wizard;zap,232,41,0.53617
bats;elite-barbarians;hog-rider;mega-knight;skeleton-army;valkyrie;wizard;zap,115,20,0.52119
bats;elixir-collector;executioner;goblin-gang;golem;lightning;night-witch;tornado,475,53,0.51987
bats;elixir-collector;goblin-gang;golem;lightning;mega-minion;night-witch;zap,130,27,0.53008
bats;elixir-collector;goblin-gang;golem;mega-minion;night-witch;poison;zap,259,38,0.55725
bats;elixir-collector;goblin-gang;golem;minion-horde;three-musketeers;valkyrie;zap,128,11,0.53817
bats;elixir-collector;goblin-gang;golem;night-witch;poison;tornado;wizard,537,248,0.44815
bats;elixir-collector;goblin-gang;hog-rider;ice-spirit;pekka;three-musketeers;zap,156,23,0.56918
bats;elixir-collector;goblin-gang;ice-golem;miner;minion-horde;three-musketeers;zap,260,62,0.46388
bats;executioner;fireball;giant;mini-pekka;sparky;tornado;zap,121,12,0.5121
bats;executioner;fireball;goblin-gang;hog-rider;inferno-dragon;mega-knight;zap,716,76,0.52851
bats;executioner;fireball;goblin-gang;hog-rider;inferno-tower;knight;zap,271,29,0.54745
bats;executioner;fireball;goblin-gang;hog-rider;inferno-tower;valkyrie;zap,169,32,0.48547
bats;executioner;fireball;goblins;hog-rider;knight;the-log;tornado,1191,138,0.57035
bats;executioner;fireball;guards;hog-rider;inferno-dragon;mega-knight;zap,793,27,0.53141
bats;executioner;fireball;guards;hog-rider;inferno-tower;valkyrie;zap,190,13,0.53368
bats;executioner;fireball;guards;hog-rider;pekka;tornado;zap,1519,185,0.523
bats;executioner;fireball;guards;hog-rider;the-log;tornado;valkyrie,620,45,0.52327
bats;executioner;fireball;guards;hog-rider;tornado;valkyrie;zap,485,36,0.52664
bats;executioner;fireball;hog-rider;ice-spirit;knight;tornado;zap,1273,191,0.52077
bats;executioner;fireball;hog-rider;ice-spirit;pekka;the-log;tornado,363,68,0.50546
bats;executioner;fireball;hog-rider;ice-spirit;tornado;valkyrie;zap,223,48,0.57301
bats;executioner;fireball;hog-rider;inferno-dragon;knight;mega-knight;zap,120,26,0.49593
bats;executioner;fireball;hog-rider;knight;mini-pekka;tornado;zap,269,29,0.51103
bats;executioner;fireball;hog-rider;knight;skeletons;tornado;zap,202,30,0.56585
bats;executioner;fireball;hog-rider;lumberjack;pekka;tornado;zap,158,26,0.51242
bats;executioner;fireball;hog-rider;mega-minion;pekka;tornado;zap,124,17,0.5315
bats;executioner;fireball;hog-rider;mini-pekka;tornado;valkyrie;zap,138,38,0.49291
bats;executioner;fireball;hog-rider;pekka;tesla;valkyrie;zap,153,34,0.5
bats;executioner;freeze;goblin-gang;hog-rider;inferno-dragon;mega-knight;zap,227,18,0.53261
bats;executioner;freeze;goblin-gang;hog-rider;knight;the-log;tornado,300,26,0.55611
bats;executioner;freeze;goblin-gang;hog-rider;mega-knight;mini-pekka;zap,143,15,0.54452
bats;executioner;freeze;goblin-gang;hog-rider;the-log;tornado;valkyrie,145,10,0.53041
bats;executioner;freeze;guards;hog-rider;knight;the-log;tornado,141,11,0.59375
bats;executioner;giant;goblin-barrel;goblin-gang;sparky;tornado;zap,113,25,0.52586
bats;executioner;giant;goblin-barrel;skeleton-army;sparky;tornado;zap,695,11,0.52865
bats;executioner;goblin-gang;hog-rider;inferno-dragon;mega-knight;royal-ghost;zap,147,14,0.54
bats;executioner;goblin-gang;hog-rider;knight;pekka;the-log;zap,143,25,0.56507
bats;executioner;goblin-gang;hog-rider;lightning;mini-pekka;the-log;tornado,245,25,0.55645
bats;executioner;goblin-gang;hog-rider;lightning;pekka;the-log;tornado,714,64,0.53417
bats;executioner;goblin-gang;hog-rider;lightning;pekka;tornado;zap,807,104,0.5142
bats;executioner;goblin-gang;hog-rider;lightning;tornado;valkyrie;zap,178,24,0.51105
bats;executioner;goblin-gang;hog-rider;lumberjack;pekka;tornado;zap,165,56,0.50893
bats;executioner;goblin-gang;hog-rider;mega-knight;tesla;tornado;zap,160,27,0.49693
bats;executioner;goblin-gang;hog-rider;pekka;poison;tornado;zap,684,137,0.54367
bats;executioner;goblin-gang;hog-rider;pekka;skeleton-army;tornado;zap,341,24,0.55087
bats;executioner;goblin-gang;miner;pekka;the-log;tornado;zap,132,32,0.53704
bats;executioner;goblins;hog-rider;knight;lightning;the-log;tornado,779,94,0.54156
bats;executioner;goblins;hog-rider;knight;poison;the-log;tornado,202,10,0.56341
bats;executioner;guards;hog-rider;mini-pekka;rocket;tornado;zap,150,10,0.58497
bats;executioner;guards;hog-rider;pekka;tesla;tornado;zap,218,16,0.47964
bats;executioner;guards;hog-rider;rocket;the-log;tornado;valkyrie,163,28,0.56325
bats;executioner;hog-rider;ice-spirit;knight;lightning;the-log;tornado,4852,554,0.54233
bats;executioner;hog-rider;ice-spirit;knight;mega-knight;tornado;zap,137,22,0.58571
bats;executioner;hog-rider;ice-spirit;lightning;tornado;valkyrie;zap,120,17,0.52846
bats;executioner;hog-rider;ice-spirit;pekka;tornado;valkyrie;zap,177,21,0.52778
bats;executioner;hog-rider;ice-spirit;rocket;the-log;tornado;valkyrie,475,162,0.52301
bats;executioner;hog-rider;inferno-dragon;mega-knight;skeleton-army;tornado;zap,523,26,0.53232
bats;executioner;hog-rider;inferno-tower;royal-ghost;royal-giant;skeleton-army;zap,152,24,0.52903
bats;executioner;hog-rider;knight;mini-pekka;rocket;the-log;tornado,147,18,0.54667
bats;executioner;hog-rider;knight;pekka;poison;tornado;zap,299,39,0.50662
bats;executioner;hog-rider;knight;pekka;the-log;tornado;zap,595,87,0.57107
bats;executioner;hog-rider;knight;rocket;tesla;the-log;tornado,148,27,0.56623
bats;executioner;hog-rider;knight;rocket;the-log;tombstone;tornado,117,11,0.48333
bats;executioner;hog-rider;lightning;mini-pekka;skeletons;the-log;tornado,138,19,0.56383
bats;executioner;hog-rider;lightning;skeletons;the-log;tornado;valkyrie,172,22,0.60857
bats;executioner;hog-rider;mini-pekka;pekka;the-log;tornado;zap,247,21,0.504
bats;fire-spirits;giant-skeleton;hog-rider;skeleton-army;valkyrie;wizard;zap,116,15,0.55042
bats;fire-spirits;giant-snowball;goblins;ice-spirit;skeletons;the-log;zap,432,317,0.01149
bats;fire-spirits;giant;minions;mini-pekka;sparky;tornado;zap,158,10,0.54969
bats;fire-spirits;goblin-barrel;hog-rider;inferno-tower;skeleton-army;valkyrie;wizard,150,13,0.47712
bats;fire-spirits;goblin-gang;hog-rider;inferno-dragon;mega-knight;poison;zap,148,18,0.57285
bats;fire-spirits;goblin-gang;knight;mortar;rocket;tesla;the-log,174,43,0.49435
bats;fire-spirits;hog-rider;mega-knight;skeleton-army;valkyrie;wizard;zap,116,49,0.5042
bats;fire-spirits;hog-rider;mini-pekka;skeleton-army;valkyrie;wizard;zap,126,25,0.50388
bats;fire-spirits;hog-rider;prince;skeleton-army;the-log;valkyrie;wizard,124,18,0.50787
bats;fire-spirits;knight;mortar;rocket;spear-goblins;the-log;tornado,361,43,0.52335
bats;fireball;fire-spirits;goblin-gang;hog-rider;inferno-tower;valkyrie;zap,188,22,0.52356
bats;fireball;fire-spirits;goblin-gang;hog-rider;pekka;wizard;zap,197,41,0.5325
bats;fireball;fire-spirits;hog-rider;inferno-tower;mini-pekka;the-log;zap,231,12,0.49786
bats;fireball;flying-machine;giant-snowball;mini-pekka;musketeer;royal-hogs;royal-recruits,2137,631,0.46589
bats;fireball;flying-machine;mini-pekka;musketeer;royal-hogs;royal-recruits;zap,128,36,0.44275
bats;fireball;freeze;goblin-gang;hog-rider;mega-knight;valkyrie;witch,251,11,0.50787
bats;fireball;freeze;goblin-gang;hog-rider;mini-pekka;musketeer;the-log,116,28,0.56723
bats;fireball;freeze;goblin-gang;hog-rider;the-log;valkyrie;wizard,124,12,0.5748
bats;fireball;freeze;hog-rider;inferno-tower;skeleton-army;valkyrie;wizard,465,52,0.48184
bats;fireball;freeze;hog-rider;mega-knight;skeleton-army;wizard;zap,154,21,0.44904
bats;fireball;freeze;hog-rider;pekka;skeleton-army;valkyrie;wizard,223,27,0.49558
bats;fireball;freeze;hog-rider;skeleton-army;tesla;valkyrie;wizard,131,17,0.54851
bats;fireball;furnace;goblin-gang;hog-rider;lumberjack;valkyrie;wizard,120,12,0.50813
